alias$lang$bnf_P109$rameau_P109$lc_P110$dnb_P111$wikidata_P112$geonames_P123$latitude_P176$longitude_P177$source_coord_P168$url_autre$id_bbma_P129$pref_bbma$data_biblissima_qid$entity_type_P2$geo_type_Q26718$pays_P172$concept_parent_P55$notes_bbma_P130$biblio_P379
Jumièges$fr$https://catalogue.bnf.fr/ark:/12148/cb15274964b$https://catalogue.bnf.fr/ark:/12148/cb119409872$$$$https://www.geonames.org/3012066$49.43324$0.81918$https://www.geonames.org$$ldata99e3d9dcdafac468040daf1f42d5786aa2ba915f$Jumièges (Seine-Maritime, France)$Q31686$Q26719$Q26751$Q26869$Q26843$$
