alias$lang$bnf_P109$lc_P110$dnb_P111$wikidata_P112$url_autre$id_bbma_P129$pref_bbma$data_biblissima_qid$entity_type_P2$localisation_P201$notes_bbma_P130$biblio_P379
Jumièges, abbaye Saint-Pierre$fr$https://catalogue.bnf.fr/ark:/12148/cb11940988d$$$http://www.wikidata.org/entity/Q333980$https://initiale.irht.cnrs.fr/intervenant/125$cdatac37adda71afafe5b3a15fd122627407147fa400f$Jumièges. Abbaye Saint-Pierre$Q80934$Q167$Q31686$$
