alias$lang$bnf_P109$lc_P110$dnb_P111$wikidata_P112$url_autre$id_bbma_P129$pref_bbma$data_biblissima_qid$entity_type_P2$sexe_P95$date_naissance_P57$date_naissance_P57_qualificatif$date_naissance_P57_certitude_P38$date_mort_P62$date_mort_P62_qualificatif$date_mort_P62_certitude_P38$notes_bbma_P130$biblio_P379
Adelsheim Familie$de$$$https://d-nb.info/gnd/119264544$$$pdataa736d04406772553df4ab598ff35402afe488915$Adelsheim (famille)$Q424785$Q32795$$$$$$$$$
Angilbertus, Centulensis$la$https://catalogue.bnf.fr/ark:/12148/cb125354901$https://id.loc.gov/authorities/names/n94077123$https://d-nb.info/gnd/11926997X$http://www.wikidata.org/entity/Q539434$https://www.idref.fr/03461771X$pdata418a5e6cd7bea612a94c3a8e885055c12b55b6a0$Angilbert (duc de Ponthieu, 0740?-0814)$Q1214$Q168$Q169$0740$$Q174$0814$$$$Clavis Scriptorum Latinorum Medii Aevi. Auctores Galliae (735-987), t. I, p. 152-179
Jean de Blois$fr$https://catalogue.bnf.fr/ark:/12148/cb106682587$$$$https://jonas.irht.cnrs.fr/intervenant/3577$pdata397585e8011ead3f7de22f6a75411500311082a8$Jean de Blois (théologien, 13..-14..)$Q299928$Q168$Q169$1300$Property:P72$$1499$Property:P73$$Studium parisiense, ID 6494: Johannes Blesis 2 (http://studium.univ-paris1.fr/individus/6494-johannesblesis2)$"E. YPMA, ""Les auteurs augustins français : Liste de leurs noms et de leurs ouvrages (suite)"", Augustiniana, 20, 1970, p. 363-364###Scriptores Ordinis Praedicatorum Medii Aevi, vol. II, p. 375"
Burckard Keck$de$$$$$$pdatacb1e91c1cf1e017e1a36776c919be19bf8b7bf53$Burckard Keck (14..?-15..?)$Q265937$Q168$Q169$1400$Property:P72$Q174$1599$Property:P73$Q174$$
Jean de Troyes$fr$$$$$https://bibfr.bvh.univ-tours.fr/bibfr/personne/bvhbibfr_00591$pdataefcd63e6386f3c966a5419ba2231fe1a71bac244$Jean de Roye (1425?-1495?)$Q21512$Q168$Q169$1425$$Q174$1495$$Q174$$
Mechthild Österreich, Erzherzogin 1419-1482$de$http://catalogue.bnf.fr/ark:/12148/cb13505983n$http://id.loc.gov/authorities/names/n90725323$https://d-nb.info/gnd/118896059$http://www.wikidata.org/entity/Q97124$https://www.idref.fr/260551732/id$pdatad8ad1e0a0921de6cf2f92c04eceb8caee00493ec$Mechthild (archiduchesse d'Autriche, 1419-1482)$Q425130$Q168$Q170$1419$$$1482$$$$
