alias$lang$bnf_P109$lc_P110$dnb_P111$wikidata_P112$url_autre$id_bbma_P129$pref_bbma$data_biblissima_qid$entity_type_P2$langue_P355$auteur_P354$notes_bbma_P130$biblio_P379
Chronique scandaleuse$fr$https://catalogue.bnf.fr/ark:/12148/cb169688289$https://id.loc.gov/authorities/names/no2018118416$https://d-nb.info/gnd/1127257579$$https://jonas.irht.cnrs.fr/oeuvre/11886$oedata392685f1c9695a08f8e9cea762722a1854c2d50f$Chronique scandaleuse$Q402689$Q282950$Q254601$Q21512$$
